Category,Message
1,free tones hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk
0,saw ron burgundy captaining party boat yeah
0,also bringing galileo dobby
0,r home come within min
0,well leave class babe never came back hope nice sleep love
0,nightswe nt staying port step liaotoo ex
0,think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc
0,evo download flash jealous
0,walked hour c u doesnåõt show care wont u believe im serious
0,much blackberry bold nigeria
0,yes ammaelife takes lot turns sit try hold steering
0,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale
1,dear uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yrs
0,im da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got abt n half pages
0,one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting
0,dhoni luck win big titleso win
1,someone contacted dating service entered phone becausethey fancy find call landline pobox wrg p
0,im boat still moms check yo im half naked
1,thanks ringtone order ref number r mobile charged å tone arrive please call customer services
0,anything valuable situations first getting second loosing
0,brother transfered ltgt ltgt pa
0,u coming back dinner rite dad ask confirm wif u
0,also chat awesome dont make regular unless see person
0,hcl chennai requires freshers voice processexcellent english neededsalary upto ltgt call mssuman ltgt telephonic interview via indyarockscom
0,gods love limit gods grace measure gods power boundaries may u gods endless blessings always ur life gud ni
0,good morning princess
0,sian aft meeting supervisor got work liao u working
0,short cute good person
0,u reckon need arrange transport u cant thanks
0,jus chillaxin
1,moby pub quizwin å high street prize u know new duchess cornwall txt first name unsub stop å sp arrow
0,way im going back
0,pizza u want
0,u sick still go shopping
1,dear voucher holder claim weeks offer pc go httpwwwetlpcoukexpressoffer tscs apply stop texts txt stop
0,ok lor ì_ reaching message
0,juz havent woke bit blur blur dad went liao cant cum oso
0,oh great ill disturb talk
0,ready big day tomorrow
0,goodmorning today late ltgt min
0,information ikea spelled caps yelling thought left sitting bed among mess came said going got home class please dont try bullshit makes want listen less
0,chikku nt yet ya im free
1,urgent costa del sol holiday å await collection call toclaim sae tc pobox stockport skxh coståpm maxmins
0,well great weekend
1,tbspersolvo chasing us since sept forå definitely paying thanks information ignore kath manchester
1,sunshine hols claim ur med holiday send stamped self address envelope drinks us uk po box bray wicklow eire quiz starts saturday unsub stop
0,hi wlcome back wonder got eaten lion something nothing much
0,solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetables housemaid went post office children went play neighbour went marriage police arrested murderer immediately whos reply reason u r brilliant
1,hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk
0,cant get da laptop matric card wif ì_ lei
1,congrats mobile g videophones r call videochat wid ur mates play java games dload polyh music noline rentl bx ip pm
0,hey hunonbus goin meet wants go meal donyt feel like cuz get last bus homebut hes sweet latelyxxx
0,well theres pattern emerging friends telling drive come smoke telling im weed fiendmake smoke muchimpede things see im hesitant
0,family happiness
0,send yettys number pls
0,hey got mail
0,senthil group company apnt pm
1,free message activate free text messages replying message word free terms conditions visit wwwcom
0,im wondering right
0,u download fring app
0,dear got bus directly calicut
0,uncles atlanta wish guys great semester
0,sorry ill call later
0,still havent collected dough pls let know go place sent get control number
0,actually nvm got hella cash still ltgt ish
1,well done costa del sol holiday å await collection call toclaim sae tcs pobox stockport skxh coståpm maxmins
0,meh thgt clash really ah dun mind dun seen lost weight gee
0,yo watching movie netflix
0,dude im longer pisces im aquarius
0,theres point hangin mr right hes makin u happy
0,pls pls drink plenty plenty water
0,random saw old roomate campus graduated
0,sad puppy noise
0,know people hit fuck yes
0,hi yijue regarding textbook intro algorithms second edition im selling
0,yes im small kid boost secret energy
0,also thk fast xy suggest one u dun wan ok going rain leh got gd
0,shant disturb u anymore jia
0,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike
0,sorry c ur msg yar lor poor thing one night tmr ull brand new room sleep
0,sorry ill call later
0,im really sorry lit hair fire
0,go chase run shes crossing street
0,im bruce amp fowler im moms car cant park long story
0,hows favourite person today r u workin hard couldnt sleep last nite nearly rang u
0,ok shall talk
0,cool breeze bright sun fresh flower twittering birds waiting wish u goodmorning amp nice day
0,ìï log wat sdrybi
0,yo sorry shower sup
0,okay thought expert
0,liked new house
0,even cant close eyes vava playing umma
0,lol really need remember eat im drinking appreciate keeping company night babe smiles
0,im sure checking happening around area
0,way home long dry spell season would
0,maybe could get book tomo return immediately something
0,good afternoon loverboy goes day luck come way think sweetie send love across sea make smile happy
0,going write ccna exam week
1,welcome ukmobiledate msg free giving free calling future mgs billed p daily cancel send go stop
0,probably want pick
0,sorry cant take call right happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
0,way tirupur
0,still getting goods
0,u wan come dinner tonight
0,wats ur opinion abt abt character
0,hamster dead hey tmr meet pm orchard mrt
0,oh thkin goin yogasana den nd go den rush parco nb okie lor u call ready
0,anything lor coming
0,sir receive account another hr time sorry delay
0,dont gim lip caveboy
0,haha good hear im officially paid market th
0,hex place talk explain
0,im town ill jus take mrt later
0,dont pack buy storelike cereals must pack food pack gari something ja miss
0,im working technical support voice process
0,yeah usual guys town therere definitely people around know
1,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care
0,nope waiting sch daddy
0,dont know thing thats wrong everyso often panicks starts goin bout bein good enough û_
0,û_ r stayin extra week back next wed rugby weekend hi c u soon ham
0,came look flat seems ok away alot wiv work got woman coming
0,mostly like
0,know dat feelin pete wuld get em nuther place nuther time mayb
1,p alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity
0,pity mood soany suggestions
0,always putting business put pictures ass facebook one open people ive ever met would think picture room would hurt make feel violated
1,want explicit sex secs ring costs pmin gsex pobox wcn xx
0,dont know come ask questions like dont mistake
0,good afternoon glorious anniversary day sweet j hope finds happy content prey think send teasing kiss across sea coaxing images fond souveniers cougarpen
0,mmm yummy babe nice jolt suzy
0,yar lor u noe u used dat route
1,dorothykiefercom bank granite issues strongbuy explosive pick members nasdaq symbol cdgt per
0,shore takin bus
0,great comedycant stop laughing da
0,av new number wil u use oneta
0,also ive sorta blown couple times recently id rather text blue looking weed
1,awarded sipix digital camera call landline delivery within days cs box mbp yr warranty ppm p på
